"ID","Country","Latitude","Longitude","Page","Battle","Year","Participants","War","Winner","Loser","Participant 1","Participant 2","Lehmann Zhukov Scale","Theatre","Polygon","Massacre","Alternative Sources Consulted","Infered Scale","Minor"
"Ilipa-206","SPAIN",37.517796,-5.981851,"468","ILIPA","-206","['Spain', 'Ilipa', 'Alcala del Rio', 'Seville', 'Roman', 'Carthaginians']","2ND PUNIC WAR","ROME","CARTHAGE",NA,NA,3,"LAND",NA,"NO","A GLOBAL HISTORY OF PRE MODERN WARFARE, KAUSHIK ROY, 2021, P115; A HISTORY OF THE ROMAN WORLD, HH SCULLARD, P177, 203, 205; HARBOTTLE, DICTIONARY OF BATTLES, P88",NA,NA
"Illig1904","SUDAN",7.8,49.816667,"468","ILLIG","1904","['British', 'British', 'Italian']","WARS OF THE MAD MULLAH","UNITED KINGDOM","SOMALI ISLAMISTS",NA,NA,NA,"LAND AND SEA",NA,"NO",NA,NA,NA
"Illyricum261","CROATIA",45.3413985,18.929295,"468","ILLYRICUM","261","['Roman', 'Illyricum']","ROMAN MILITARY CIVIL WARS","EMPEROR GALLIENUS","GENERAL MACRIENUS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Iloilo1899","PHILIPPINES",10.7201501,122.5621063,"468","ILOILO","1899","['Manila', 'American', 'Iloilo', 'Spain', 'American']","PHILIPPINE-AMERICAN WAR","UNITED STATES","PHILIPPINES",NA,NA,NA,"LAND AND SEA",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Ilomantsi1944","FINLAND",62.6678853,30.939491,"468","ILOMANTSI","1944","['Soviet', 'Finland', 'Ihantala', 'Russia', 'Finland']","WORLD WAR II","FINLAND","USSR",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P459",NA,NA
"Ilorin1897","NIGERIA",8.4798786,4.5418141,"468","ILORIN","1897","['British', 'Royal', 'Nigeria', 'Ilorin', 'Maxim', 'British', 'British']","BRITISH CONQUEST OF NORTHERN NIGERIA","UNITED KINGDOM","EMIRATE OF ILORIN",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P209",NA,NA
"Ilurci-211","SPAIN",37.5627799,-2.5080038,"468","ILURCI","-211","['Roman', 'Andalusia', 'Carthaginian', 'Lorca', 'Cartagena', 'Rome']","2ND PUNIC WAR","CARTHAGE","ROME",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Imjin1592","SOUTH KOREA",37.785,126.6638889,"468","IMJIN","1592","['Imjin', 'Japanese', 'Korea', 'Seoul', 'Japanese', 'Imjin', 'Korean', 'Japanese', 'Koreans', 'Songju']","JAPANESE INVASION OF KOREA","JAPAN","KOREA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Imjin1951","SOUTH KOREA",37.785,126.6638889,"469","IMJIN","1951","['Seoul', 'Chinese', 'South Korean', 'Kapyong']","KOREAN WAR","UNITED KINGDOM","CHINA",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P875",NA,NA
"Immae218","SYRIA",36.3218223,36.1787193,"469","IMMAE","218","['Roman']","ROMAN MILITARY CIVIL WARS","MACRINUS","BASSIANUS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Immae271","SYRIA",36.3218223,36.1787193,"469","IMMAE","271","['Roman', 'Valerian', 'Syria', 'Egypt', 'Mesopotamia', 'Palmyrean']","ROMAN-PALMYREAN WAR","PALMYR","ROME",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Imola1797","ITALY",44.3599996,11.7124294,"469","IMOLA","1797","['French', 'Austrians', 'Piedmontese', 'Italy', 'French', 'Rome', 'Austrian', 'Rome']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","FRANCE","PAPAL STATES",NA,NA,2,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P119",NA,NA
"Imphal1944","INDIA",24.8170111,93.9368439,"469","IMPHAL","1944","['Japanese', 'India', 'Yamauchi', 'Imphal']","WORLD WAR II","UNITED KINGDOM","JAPAN",NA,NA,4,"LAND",NA,"NO","HISTORY OF THE SECOND WORLD WAR, LIDDELL HART, P543",NA,NA
"Imus1896","PHILIPPINES",14.4064221,120.9405057,"469","IMUS","1896","['Manila', 'Spanish']","PHILIPPINES WAR OF INDEPENDENCE","PHILIPPINE REBELS","SPAIN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Imus1897","PHILIPPINES",14.4064221,120.9405057,"469","IMUS","1897","['Manila', 'Spanish', 'Spanish']","PHILIPPINES WAR OF INDEPENDENCE","SPAIN","PHILIPPINES",NA,NA,2,"LAND",NA,"NO",NA,NA,NA
"In Rhar1900","ALGERIA",26.5495976,-0.4332253,"472","IN RHAR","1900","['French', 'North Africa', 'Algeria', 'French']","FRENCH COLONIAL WARS IN NORTH AFRICA","FRANCE","TIDIKELT TRIBES",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"In Salah1900","ALGERIA",27.2063996,0.7254045,"472","IN SALAH","1900","['French', 'North Africa', 'Algerian', 'French', 'Arabs', 'Tidikelt', 'French']","FRENCH COLONIAL WARS IN NORTH AFRICA","FRANCE","TIDIKELT TRIBES",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Inab1149","SYRIA",35.4241468,36.2386755,"469","INAB","1149","['Crusader-Muslim', 'Muslim', 'Christian', 'Inab', 'Inab']","CRUSADER-MUSLIM WARS","NUR ED DIN","PRINCIPALITY OF ANTIOCH, ASSASSINS",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P219",NA,NA
"Inchon1950","SOUTH KOREA",37.4562557,126.7052062,"470","INCHON","1950","['Marines', 'North Koreans', 'Americans', 'Seoul', 'Pusan Pe-        ']","KOREAN WAR","UNITED STATES","NORTH KOREA",NA,NA,3,"LAND AND SEA",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P872-3",NA,NA
"Inda Silase1989","ETHIOPIA",14.0943686,38.2493298,"470","INDA SILASE","1989","['Ethiopian', 'Eritrean', 'Afabet', 'Tigrayan', 'Ethio-', 'Eritrean', 'Ethiopian', 'Addis']","ETHIOPIAN CIVIL WAR","TIGRAYAN REBELS, ERITREA","ETHIOPIA",NA,NA,2,"LAND",NA,"NO",NA,NA,NA
"Indaw1944","MYANMAR",24.220844,96.1434201,"470","INDAW","1944","['Behind Japanese', 'Burma']","WORLD WAR II","UNITED KINGDOM","JAPAN",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P502","1",NA
"Independence1862","UNITED STATES",39.0911161,-94.4155068,"470","INDEPENDENCE","1862","['Missouri', 'Kansas']","AMERICAN CIVIL WAR","CONFEDERATE STATES OF AMERICA","UNITED STATES",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P277",NA,1
"Independence1864","UNITED STATES",39.0911161,-94.4155068,"470","INDEPENDENCE","1864","['American', 'Missouri', 'Kansas City', 'Union']","AMERICAN CIVIL WAR","CONFEDERATE STATES OF AMERICA","UNITED STATES",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Indi1676","INDIA",17.1751648,75.9554927,"470","INDI","1676","['Deccan', 'Bijapur', 'Sultan', 'Bijapur', 'Malwa', 'Bijapur']","MUGHAL CONQUEST OF THE DELHI SULTANATE","BIJAPUR SULTANATE","MUGHAL EMPIRE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"India Muerta1845","ARGENTINA",-33.9721916,-54.3341754,"470","INDIA MUERTA","1845","['Argentine', 'Uruguay', 'India', 'Muerta', 'Montevideo', 'Lazcano', 'Brazilian']","ARGENTINE-URUGUAYAN WAR","ARGENTINA","URUGUAY",NA,NA,1,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P316",NA,NA
"Indian Key1840","UNITED STATES",25.8070656,-81.4741142,"470","INDIAN KEY","1840","['Indian', 'Indian', 'Florida', 'Marathon', 'Thirteen']","2ND SEMINOLE INDIAN WAR","SEMINOLE INDIANS","UNITED STATES",NA,NA,1,"LAND AND SEA",NA,"YES",NA,"1",1
"Indore1801","INDIA",22.7195687,75.8577258,"471","INDORE","1801","['Holkars', 'Poona']","MARATHA TERRITORIAL WARS","GWALIOR","INDORE",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Indus1221","PAKISTAN",29.8378874,68.9704303,"471","INDUS","1221","['Afghan', 'Indus', 'Kalabagh']","CONQUESTS OF GENGHIS KHAN","MONGOLS","KHWAREZM",NA,NA,4,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P119",NA,NA
"Indus458","INDIA",29.8378874,68.9704303,"471","INDUS","458","['India', 'India', 'Indus', 'Skandagupta', 'Gupta    Empire', 'Gupta Empire']","HUN INVASION OF INDIA","GUPTA EMPIRE","WHITE HUNS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ingavi1841","BOLIVIA",-16.7353044,-69.0167953,"471","INGAVI","1841","['Peru', 'Bolivian', 'Peru', 'Bolivia', 'Bolivian', 'Ingavi', 'Viachi', 'Ballivian']","BOLIVIAN-PERUVIAN WAR","BOLIVIA","PERU",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P625",NA,NA
"Ingavi1935","BOLIVIA",-10.96855,-66.794243,"471","INGAVI","1935","['Yrendague', 'Ybibobo']","CHACO WAR","PARAGUAY","BOLIVIA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ingogo1881","SOUTH AFRICA",-27.7186631,29.9214466,"471","INGOGO","1881","['British', 'Natal']","1ST ANGLO-BOER WAR","TRANSVAAL","UNITED KINGDOM",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P715; BOER WARS: A HISTORY FROM BEGINNING TO END, HENRY FREEMAN, 2020, P22",NA,NA
"Ingolstadt1525","GERMANY",48.7665351,11.4257541,"471","INGOLSTADT","1525","['German', 'German', 'Wurzburg']","GERMAN PEASANTS' WAR","ELECTORATE OF PALATINE","GERMAN PEASANTS",NA,NA,1,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,"1",NA
"Ingosten1899","ALGERIA",27.2498274,2.628015,"471","INGOSTEN","1899","['French', 'North Africa', 'French', 'Algeria', 'Arabs', 'Ingosten', 'Tidikelt', 'French']","FRENCH COLONIAL WARS IN NORTH AFRICA","FRANCE","TIDIKELT TRIBES",NA,NA,1,"LAND",NA,"NO",NA,NA,NA
"Ingur1855","GEORGIA",42.7180581,41.7722172,"471","INGUR","1855","['Turks', 'Georgia', 'Russian']","CRIMEAN WAR","OTTOMAN EMPIRE","RUSSIA",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P180",NA,NA
"Inkerman1854","RUSSIA",44.6186368,33.6059169,"472","INKERMAN","1854","['Balaklava', 'Russian', 'Inkerman', 'British', 'French']","CRIMEAN WAR","UNITED KINGDOM, FRANCE","RUSSIA",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P657",NA,NA
"Inkovo1812","RUSSIA",54.9743388,31.3688253,"472","INKOVO","1812","['Russian', 'Russia', 'Dnieper', 'Smolensk', 'French', 'Smolensk']","NAPOLEONIC WARS (RUSSIAN CAMPAIGN)","RUSSIA","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Inonu (1st)1921","TURKEY",39.75562,30.1358346,"472","INONU (1ST)","1921","['Anatolia', 'Greece', 'Ankara', 'Turkish']","2ND GRECO-TURKISH WAR","TURKEY","GREECE",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P345",NA,NA
"Inonu (2nd)1921","TURKEY",39.75562,30.1358346,"472","INONU (2ND)","1921","[]","2ND GRECO-TURKISH WAR","TURKEY","GREECE",NA,NA,4,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P345",NA,NA
"Inveraray1644","UNITED KINGDOM",56.2317854,-5.0754102,"472","INVERARAY","1644","['British', 'Royalist', 'Highlands', 'Argyll', 'Inveraray', 'Inverlochy']","BRITISH CIVIL WARS","CLAN MCDONALD","CLAN CAMPBELL",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Invercullen961","UNITED KINGDOM",57.3871259,-1.9898212,"473","INVERCULLEN","961","['Britain', 'Scottish', 'Buchan', 'Scottish', 'Invercullen']","LATER VIKING RAIDS ON BRITAIN","SCOTLAND","VIKINGS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Inverdovat877","UNITED KINGDOM",56.4345325,-2.9209079,"473","INVERDOVAT","877","['Britain', 'Norwegian', 'Danish', 'Scotland', 'Dublin']","LATER VIKING RAIDS ON BRITAIN","SCOTLAND","VIKINGS OF DUBLIN, DANISH VIKINGS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Inverkeithing1651","UNITED KINGDOM",56.030043,-3.398795,"473","INVERKEITHING","1651","['British', 'Scotland', 'Dunbar', 'Royalist', 'Inverkeithing', 'Perth', 'England']","BRITISH CIVIL WARS","PARLIAMENTARIANS","ROYALISTS",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P396",NA,NA
"Inverlochy1431","UNITED KINGDOM",56.8257236,-5.0949771,"473","INVERLOCHY","1431","['Isles', 'Royal', 'Inverlochy']","MCDONALD REBELLION","LORDSHIP OF THE ISLES","SCOTLAND",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Inverlochy1645","UNITED KINGDOM",56.8257236,-5.0949771,"473","INVERLOCHY","1645","['Inverlochy', 'British', 'Highlands']","BRITISH CIVIL WARS","SCOTTISH ROYALISTS","CLAN CAMPBELL, COVENANTERS",NA,NA,1,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P395",NA,NA
"Invernahavon1370","UNITED KINGDOM",57.027506,-4.163749,"473","INVERNAHAVON","1370","['Scottish', 'Mackintoshes']","SCOTTISH CLAN WARS","CLAN MACKINTOSH, CLAN MCPHERSON, CLAN DAVIDSON","CLAN CAMERON",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Inverness1646","UNITED KINGDOM",57.477773,-4.224721,"473","INVERNESS","1646","['British', 'Montrose', 'Highlands', 'Royalist', 'MacKenzie']","BRITISH CIVIL WARS","PARLIAMENTARIANS","ROYALISTS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Inverurie1308","UNITED KINGDOM",57.283474,-2.373995,"473","INVERURIE","1308","['Scotland', 'Buchan', 'Scottish', 'Buchan']","RISE OF ROBERT THE BRUCE","SCOTLAND","EARLDOM OF BUCHAN, ENGLAND",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Inverurie1745","UNITED KINGDOM",57.283474,-2.373995,"473","INVERURIE","1745","['Jacobite', 'Culcain']","JACOBITE REBELLION","JACOBITES","UNITED KINGDOM",NA,NA,1,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P428",NA,NA
"Ionian Islands1798","GREECE",38.2512107,21.7377928,"474","IONIAN ISLANDS","1798","['Ionian', 'French', 'France', 'Venice', 'Greece', 'Turkish-Russian', 'Zante', 'Cephalonia', 'France']","FRENCH REVOLUTIONARY WARS (1ST COALITION)","OTTOMAN EMPIRE, RUSSIA","FRANCE",NA,NA,2,"LAND AND SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P103",NA,NA
"Ionian Islands1810","GREECE",37.9525187,19.1367458,"474","IONIAN ISLANDS","1810","[]","NAPOLEONIC WARS (5TH COALITION)","UNITED KINGDOM","FRANCE",NA,NA,NA,"LAND AND SEA",NA,"NO",NA,NA,NA
"Ionkovo1807","POLAND",50.9698752,17.3657792,"CLODFELTER, P151","IONKOVO",NA,NA,"NAPOLEONIC WARS (4TH COALITION)","RUSSIA","FRANCE",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P151",NA,NA
"Ipsus-301","TURKEY",38.9249172,30.3111133,"474","IPSUS","-301","['Turkey', 'Macedonia']","WARS OF THE DIADOCHI","THRACE, SELEUCID EMPIRE","MACEDONIAN ASIA",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P83",NA,NA
"Iquique1879","CHILE",-20.224535,-70.2057567,"474","IQUIQUE","1879","['Covadonga', 'Peruvian']","WAR OF THE PACIFIC","PERU","CHILE",NA,NA,1,"SEA",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P324",NA,NA
"Iran1941","IRAN",32.427908,53.688046,"474","IRAN","1941","['German', 'Russia', 'Iran', 'British', 'Russians', 'Iranian', 'Russia']","WORLD WAR II","UNITED KINGDOM, USSR","IRAN",NA,NA,4,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P448",NA,NA
"Iraq1941","IRAQ",33.223191,43.679291,"474","IRAQ","1941","['Iraq', 'Iraq', 'British', 'Basra', 'Iraqi', 'British', 'Iraqi', 'Fallujah', 'Baghdad', 'pro-British', 'Lebanon']","WORLD WAR II","UNITED KINGDOM","IRAQ",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Iriba1990","CHAD",15.1244491,22.2473434,"474","IRIBA","1990","['Biltine', 'Libyan', 'Sudan', 'Iriba', 'Sudan']","CHAD CIVIL WARS","CHADIAN GOVERNMENT","CHADIAN REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Iringa1894","TANZANIA",-7.768059,35.6860723,"474","IRINGA","1894","['German', 'German', 'East African']","GERMAN COLONIAL WARS IN AFRICA","GERMANY","HEHE REBELS",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Iringa1916","TANZANIA",-7.768059,35.6860723,"475","IRINGA","1916","['German', 'East Africa', 'Iringa', 'Rhodesia', 'Germans', 'British']","WORLD WAR I","UNITED KINGDOM","GERMANY",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Irish Bend1863","UNITED STATES",29.8188161,-91.4619205,"475","IRISH BEND","1863","['Irish', 'Louisiana', 'Fort Bisland', 'Irish']","AMERICAN CIVIL WAR","UNITED STATES","CONFEDERATE STATES OF AMERICA",NA,NA,2,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P284",NA,NA
"Iron Mountain, China630","MONGOLIA",41.4074259,108.2724198,"475","IRON MOUNTAIN, CHINA","630","['China', 'Turkish', 'China', 'Danxiang', 'Xieli', 'Turks']","TANG IMPERIAL WARS","TANG CHINA","EASTERN TURKS",NA,NA,2,"LAND",NA,"NO","FOR LOCATION CHINA, BYZANTIUM, AND THE SHADOW OF THE STEPPE
DAVID A GRAFF,
DUMBARTON OAKS PAPERS
VOL. 65/66 (2011-2012), PP. 157-168",NA,NA
"Iron Mountain, South Africa1852","SOUTH AFRICA",-32.6741829,26.584327,"475","IRON MOUNTAIN, SOUTH AFRICA","1852","['South Africa', 'Kaffraria', 'British', 'British']","8TH CAPE FRONTIER WAR","UNITED KINGDOM","XHOSA",NA,NA,NA,"LAND",NA,"NO","HTTP://SAMILITARYHISTORY.ORG/VOL134DS.HTML",NA,NA
"Iron Triangle1967","VIETNAM",11.1495914,106.4313563,"475","IRON TRIANGLE","1967","['Saigon', 'Dau Tieng', 'Americans', 'South Vietnamese', 'Cambodia']","VIETNAM WAR","UNITED STATES, SOUTH VIETNAM","VIET CONG",NA,NA,3,"LAND",NA,"NO","HTTPS://OUS.WISC.EDU/2020/01/08/THE-IRON-TRIANGLE/",NA,NA
"Irriwaddy1945","MYANMAR",20.8787527,95.8229893,"475","IRRIWADDY","1945","['Japanese', 'Delhi', 'Burma', 'British', 'Meiktila', 'Burma']","WORLD WAR I","UNITED KINGDOM","JAPAN",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Irtysh1208","KAZAKHSTAN",49.6888404,83.1717763,"475","IRTYSH","1208","['Mongolia', 'Kuchlug', 'Naiman', 'Toqtoa', 'Irtysh', 'Kuchlug']","CONQUESTS OF GENGHIS KHAN","GENGHIS KHAN, KUCHLAG OF THE NAIMAN","MEIRKIT TRIBE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Irun1837","SPAIN",43.3380969,-1.7888483,"476","IRUN","1837","['San Sebastian', 'Oriamendi', 'Irun', 'Spain']","1ST CARLIST WAR","BRITISH LEGION","CARLISTS",NA,NA,2,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P120",NA,NA
"Irurzun1813","SPAIN",42.9192528,-1.8275668,"476","IRURZUN","1813","['French', 'Vitoria', 'French', 'Pamplona', 'Irurzun']","NAPOLEONIC WARS (PENINSULA CAMPAIGNS)","UNITED KINGDOM","FRANCE",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Isandhlwana1879","SOUTH AFRICA",-28.3558234,30.6508449,"476","ISANDHLWANA","1879","['British', 'Zululand', 'Isandhlwana', 'European', 'Britains']","ANGLO-ZULU WAR","ZULUS","UNITED KINGDOM",NA,NA,2,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P711",NA,NA
"Isara-121","FRANCE",45.6095157,5.6159803,"476","ISARA","-121","['Rome', 'Avignon', 'Rome']","ROME'S GALLIC WAR","ROME","ALLOBROGES, ARVERNI",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Isaszeg1849","HUNGARY",47.5353306,19.3977809,"476","ISASZEG","1849","['Hungarian', 'Hatvan', 'Hungarians', 'Budapest', 'Habsburgs']","HUNGARIAN REVOLUTIONARY WAR","HUNGARIAN REBELS","HABSBURG EMPIRE",NA,NA,3,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P120-121",NA,NA
"Isfahan1050-1051","IRAN",32.6546275,51.6679826,"476","ISFAHAN","1050-1051","['Iran']","SELJUK WARS OF EXPANSION","SELJUK TURKS","KAKUYID DYNASTY",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Isfahan1387","IRAN",32.6546275,51.6679826,"476","ISFAHAN","1387","['Conquests', 'Persia', 'Shah Zayn', 'Shahs', 'Tamerlanes']","CONQUESTS OF TAMERLANE","TIMURID EMPIRE","ISFAHAN REBELS",NA,NA,NA,"LAND",NA,"BATTLE FOLLOWED BY MASSACRE",NA,NA,NA
"Isfahan1722","IRAN",32.6546275,51.6679826,"476","ISFAHAN","1722","['Persian', 'Persia', 'Persian', 'Gulnabad', 'Isfahan']","PERSIAN-AFGHAN WARS","AFGHANISTAN","PERSIA",NA,NA,3,"LAND",NA,"NO","ENCYCLOPEDIA OF WARFARE, SHOWALTER, 2014, P414",NA,NA
"Isfahan1725","IRAN",32.6546275,51.6679826,"CLODFELTER, P114","ISFAHAN","1725",NA,"TURKISH-PERSIAN WAR","PERSIA","OTTOMAN EMPIRE",NA,NA,3,"LAND",NA,"NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P114",NA,NA
"Ishibashiyama1180","JAPAN",35.2169407,139.1019932,"477","ISHIBASHIYAMA","1180","['Japans', 'Taira', 'Yokohama', 'Ishibashiyama', 'Odawara', 'Hakone', 'Fujigawa']","GEMPEI WAR","TAIRA CLAN","YORITOMO",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Ishiyama Honganji1570","JAPAN",34.6873377,135.5237668,"477","ISHIYAMA HONGANJI","1570","['Japans', 'Enryakuji', 'Mount Heie']","JAPAN'S ERA OF THE WARRING STATES","ODA NOBUNAGA","IKKO SECT",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Island Number Ten1862","UNITED STATES",36.4756349,-89.4866079,"477","ISLAND NUMBER TEN","1862","['American', 'Columbus', 'Missouri', 'New Madrid']","AMERICAN CIVIL WAR","UNITED STATES","CONFEDERATE STATES OF AMERICA",NA,NA,NA,"LAND",NA,"NO",NA,NA,NA
"Isly1844","MOROCCO",32.212221,-5.563649,"477","ISLY","1844","['French', 'Algeria', 'Smala', 'France', 'Morocco', 'Arab']","FRENCH CONQUEST OF ALGERIA","FRANCE","ABD EL KADIR",NA,NA,3,"LAND",NA,"NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P121",NA,NA
"Isola del Giglio1646","ITALY",42.3532451,10.8630643,"477","ISOLA DEL GIGLIO","1646","['French', 'Spanish', 'French']","THIRTY YEARS WAR","HABSBURG EMPIRE","FRANCE",NA,NA,NA,"SEA",NA,"NO",NA,NA,NA
"Isonzo (1st)1916","SLOVENIA",46.166995,13.3551733,"478","ISONZO (1ST)","1916","['Italian', 'Italian', 'Austrians', 'Austrian']","WORLD WAR I","AUSTRIA-HUNGARY","ITALY",NA,NA,4,"LAND","ISONZO","NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P418; BANKS, ARTHUR, MILITARY ATLAS OF THE FIRST WORLD WAR, P184","1",NA
"Isonzo (1st)1917","SLOVENIA",46.166995,13.3551733,"478","ISONZO (1ST)","1917","['Italian', 'Italian', 'Austrian', 'Italians', 'Italian', 'Austrian']","WORLD WAR I","AUSTRIA-HUNGARY","ITALY",NA,NA,4,"LAND","ISONZO","NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P420; BANKS, ARTHUR, MILITARY ATLAS OF THE FIRST WORLD WAR, P184","1",NA
"Isonzo (2nd)1916","SLOVENIA",46.166995,13.3551733,"478","ISONZO (2ND)","1916","['Italian', 'Italian', 'Austrian']","WORLD WAR I","AUSTRIA-HUNGARY","ITALY",NA,NA,4,"LAND","ISONZO","NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P420; BANKS, ARTHUR, MILITARY ATLAS OF THE FIRST WORLD WAR, P184","1",NA
"Isonzo (2nd)1917","SLOVENIA",46.166995,13.3551733,"478","ISONZO (2ND)","1917","['Italian', 'Italian', 'Austria', 'German', 'Italian', 'Caporetto']","WORLD WAR I","ITALY","AUSTRIA-HUNGARY",NA,NA,5,"LAND","ISONZO","NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P420; BANKS, ARTHUR, MILITARY ATLAS OF THE FIRST WORLD WAR, P184",NA,NA
"Isonzo1915","SLOVENIA",46.166995,13.3551733,"477","ISONZO","1915","['Italian', 'Italy', 'Hungary', 'Italian', 'Austrian']","WORLD WAR I","AUSTRIA-HUNGARY","ITALY",NA,NA,4,"LAND","ISONZO","NO","HARBOTTLE'S DICTIONARY OF BATTLES, GEORGE BRUCE, 1979, P121. 25 ITALIAN VS 12 AUSTRIAN DIVISIONS, IMPLYING OVER 325,000 MEN ON THE LARGER SIDE. LOCATION AND SHAPEFILE HTTPS://WWW.ISONZOBATTLEFIELDS.COM/FIRST-BATTLE-OF-THE-ISONZO-23-JUNE-7-JULY-1915/; BANK","1",NA
"Isonzo19152nd","SLOVENIA",46.166995,13.3551733,"CLODFELTER, P420","ISONZO","1915",NA,"WORLD WAR ONE",NA,NA,NA,NA,4,"LAND","ISONZO","NO","CLODFELTER, WARFARE AND ARMED CONFLICT, P420; BANKS, ARTHUR, MILITARY ATLAS OF THE FIRST WORLD WAR, P184","1",NA
